id,name,brief,desc
27048,Ewige Flamme,Kostüm,Phönixs Kostüm Ewige Flamme
7049,Anmutiger Schleier,Kostüm,Reikas Kostüm Anmutiger Schleier
27049,Anmutiger Schleier,Kostüm,Reikas Kostüm Anmutiger Schleier
59,Festliche Laterne,Eventmaterial,"Item, das während der entsprechenden Events gegen Belohnungen eingetauscht werden kann."
1029,Schwert der Entschlossenheit,Spezieller Avatar,Avatar zum Sommerfest
930177,5-Sterne Babel-Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
5641,Drachenjade,,
5642,Drachenjade,,
5643,Drachenjade,,
5644,Drachenjade,,
5645,Drachenjade,,
5646,Drachenjade,,
5647,Drachenjade,,
5648,Drachenjade,,
5649,Drachenjade,,
5650,Drachenjade,,
5651,Drachenjade,,
5652,Drachenjade,,
5653,Drachenjade,,
5654,Drachenjade,,
5655,Drachenjade,,
5656,Drachenjade,,
5657,Drachenjade,,
5658,Drachenjade,,
5659,Drachenjade,,
5660,Drachenjade,,
7050,Düstere Musik,Kostüm,Lucifers Kostüm Düstere Musik
27050,Düstere Musik,Kostüm,Lucifers Kostüm Düstere Musik
7051,Rock-Konzert,Kostüm,Nanis Kostüm Rock-Konzert
27051,Rock-Konzert,Kostüm,Nanis Kostüm Rock-Konzert
8010,Konzertauftritt,Avatarbildrahmen,"Exklusiver Avatarbildrahmen, der während des Life Show-Events erhalten werden kann"
52011,Babel,,
652018,Babel,,
752011,Babel,,
7052,Trommel schlagen,Kostüm,Hexas Kostüm Trommel schlagen
27052,Trommel schlagen,Kostüm,Hexas Kostüm Trommel schlagen
6449,Fusionsschirm,,
6450,Fusionsschirm,,
6451,Fusionsschirm,,
6452,Fusionsschirm,,
6453,Fusionsschirm,,
6454,Fusionsschirm,,
60,Mondkloß,Eventmaterial,"Spezielles Material, das gegen Items eingetauscht werden kann"
7053,Tiefes Brüllen,Kostüm,Amazones Kostüm Tiefes Brüllen
27053,Tiefes Brüllen,Kostüm,Amazones Kostüm Tiefes Brüllen
7054,Haus-Kaninchen,Kostüm,Mistys Kostüm Haus-Kaninchen
27054,Haus-Kaninchen,Kostüm,Mistys Kostüm Haus-Kaninchen
1030,Konzertauftritt,Spezieller Avatar,Avatar zur Life Show
20001031,Ahornblatt,Spezieller Avatar,Avatar zum Herbstfest
7055,Geheime Operation,Kostüm,Leilas Kostüm Geheime Operation
27055,Geheime Operation,Kostüm,Leilas Kostüm Geheime Operation
930178,5-Sterne Fenek-Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
7056,Grimoire,Kostüm,Feneks Kostüm Grimoire
27056,Grimoire,Kostüm,Feneks Kostüm Grimoire
7057,Strahlende Feder,Kostüm,Phönixs Kostüm Strahlende Feder
27057,Strahlende Feder,Kostüm,Phönixs Kostüm Strahlende Feder
8011,Erfahrener Wissenschaftler,Avatarbildrahmen,"Exklusiver Avatarbildrahmen, der während des Wissenschaftler-Events erhalten werden kann."
8012,Ultimative Arena Top 64,Avatarbildrahmen,Herausforderung - Sei unter den Top 64 der Ultimativen Arena
8013,Ultimative Arena Top 8,Avatarbildrahmen,Herausforderung - Sei unter den Top 8 der Ultimativen Arena
8014,Ultimative Arena Top 4,Avatarbildrahmen,Herausforderung - Sei unter den Top 4 der Ultimativen Arena
8015,Ultimative Arena Champion,Avatarbildrahmen,Herausforderung - Werde 1 Mal Champion der Ultimativen Arena
8016,Ultimative Arena Champion,Avatarbildrahmen,Herausforderung - Werde 2 Mal Champion der Ultimativen Arena
8017,Ultimative Arena Champion,Avatarbildrahmen,Herausforderung - Werde 3 Mal Champion der Ultimativen Arena
8018,Ultimative Arena Champion,Avatarbildrahmen,Herausforderung - Werde 4 Mal Champion der Ultimativen Arena
8019,Ultimative Arena Champion,Avatarbildrahmen,Herausforderung - Werde 5 Mal Champion der Ultimativen Arena
51011,Fenek,,
651018,Fenek,,
751011,Fenek,,
61,Süßigkeiten,Eventmaterial,"Spezielles Material, das gegen Items eingetauscht werden kann"
62,Ahornblatt,Eventmaterial,"Spezielles Material, das gegen Items eingetauscht werden kann"
7058,Neubeginn,Kostüm,Iron Fists Kostüm Neubeginn
27058,Neubeginn,Kostüm,Iron Fists Kostüm Neubeginn
7059,Herbst,Kostüm,Pandarias Kostüm Herbst
27059,Herbst,Kostüm,Pandarias Kostüm Herbst
7060,Hasenöhrchen,Kostüm,Bunnys Kostüm Hasenöhrchen
27060,Hasenöhrchen,Kostüm,Bunnys Kostüm Hasenöhrchen
67,Kürbis,Eventmaterial,"Kann während des Halloween-Events gegen Belohnungen eingetauscht werden. Wenn das Event zu Ende ist, kann er nicht mehr eingetauscht werden. Bitte denke daran, ihn während des Events einzutauschen."
999999999,Süßes oder Saures,,Minos Kostüm Süßes oder Saures
99999999,Süßes oder Saures,,Minos Kostüm Süßes oder Saures
7062,Charmante Zauberin,Kostüm,Lavias Kostüm Charmante Zauberin
27062,Charmante Zauberin,Kostüm,Lavias Kostüm Charmante Zauberin
68,Buch der Geister,Eventmaterial,"Exklusives Item, das während des entsprechenden Events gegen Belohnungen eingetauscht werden kann."
20001032,Schwarze Katze,Spezieller Avatar,Avater zu Halloween 2019
1010001,Leerer Hintergrund,Möbel,"Normale Tapete, nichts weiter."
1010002,Parkett,Möbel,"Wenn man auf diesen Holzboden tritt, macht er ein Geräusch, als würde er dich begrüßen wollen."
1010003,Karton,Möbel,"Es ist wichtig, das Wohnheim ordentlich zu halten."
1010004,Kartonkiste,Möbel,"Wenn du umziehst, vergiss nicht genug Pappkartons vorzubereiten."
1010005,Kleiner Tisch,Möbel,"Auf dem Tisch steht leider kein Essen, weil alle vergessen haben Lebensmittel einzukaufen."
1010006,Papierhocker,Möbel,Temporärer Ersatz für einen Stuhl.
1010007,Strohteppich,Möbel,"Legt man sich mit einem Kissen auf diese leichte und luftige Unterlage, dann hat man garantiert schöne Träume."
1010008,Pflanze,Möbel,Grüne Pflanzen machen dein Wohnheim gleich viel gemütlicher. Wähle aber lieber leicht zu pflegende Pflanzen aus.
1010009,Tee-Set,Möbel,"Wenn Besuch kommt, dann solltest du diesem eine heiße Tasse Tee zum Empfang anbieten."
1010010,Eimer,Möbel,"Er ist nicht dafür da, um das Problem mit dem Leck im Zimmer zu lösen."
1010011,Reinigungswerkzeug,Möbel,"Wenn der Boden im Zimmer richtig sauber ist, dann kann man dort Purzelbäume schlagen~"
1010012,Märchenbuch,Möbel,"Aus Feneks Bücherei ausgeliehen. Denk dran, es darf keinen Kratzer bekommen."
1010013,Aufbewahrungskiste,Möbel,"Wenn du zu viele Sachen besitzt, stapeln sich die Pappkartons."
1010014,Post-it,Möbel,"Die Rechnung von gestern, das halb fertig geschriebene Gedicht von heute und die Verabredung mit den Freunden morgen - das ist das Leben."
1010015,Klassenliste,Möbel,In der Yume Akademie zu spät zu kommen wird nicht auf die leichte Schulter genommen.
1010016,Poster,Möbel,Michaela scheint so hell wie ein wahrer Engel.
1010017,Tür,Möbel,"Denk daran, abzuschließen, bevor du gehst."
1010018,Fenster,Möbel,"Bitte denk daran, regelmäßig zu lüften, außer du nutzt gerade die Klimaanlage."
69,Möbelmünze,Währung für das Möbelhaus,"Verwende sie, um im Möbelladen Möbel zu kaufen."
930179,5-Sterne Turin-Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
7063,Komet,Kostüm,Javelins Kostüm Komet
27063,Komet,Kostüm,Javelins Kostüm Komet
7064,Sternschnuppe,Kostüm,Librarians Kostüm Sternschnuppe
27064,Sternschnuppe,Kostüm,Librarians Kostüm Sternschnuppe
70,Mystische Münzen,Eventmaterial,"Item, das während der entsprechenden Events gegen Belohnungen eingetauscht werden kann."
1020001,Klassenzimmerwand,Möbel,"Der untere Teil der Wand wurde in dunkler Farbe gestrichen, damit man nicht die Fußabdrücke der Studierenden sieht, die dagegengetreten haben."
1020002,Klassenzimmerboden,Möbel,Das Muster soll die Schüler an Ordnung erinnern.
1020003,Tisch 1,Möbel,Verstecke nichts Verbotenes darinnen.
1020004,Tisch 2,Möbel,Es werden immer wieder einige Tische aus den Klassenzimmern aussortiert.
1020005,Podium,Möbel,Das ist das Territorium der Lehrerinnen und Lehrer.
1020006,Klassenstuhl 1,Möbel,Bitte verlasse deinen Platz während des Unterrichts nicht.
1020007,Klassenstuhl 2,Möbel,Bitte verlasse deinen Platz während des Unterrichts nicht.
1020008,Kleines Regal,Möbel,Jeder kann hier seine Lieblingsbücher reinstellen und mit den anderen teilen.
1020009,Heft,Möbel,Bitte male keine Bildchen während des Unterrichts!
1020010,Stifthalter,Möbel,"Wenn der Tisch ordentlich ist, erhöht sich die Lerneffizienz."
1020011,Schließfach,Möbel,"Schwer zu sagen, wer verbotene Dinge versteckt hat."
1020012,Besenschrank,Möbel,"Er ist groß genug, um sich für eine Weile darin zu verstecken."
1020013,Topfpflanze,Möbel,Pflanzen mit Ruhe und Geduld zu pflegen ist auch ein Teil des Unterrichts.
1020014,Klimaanlage,Möbel,"Eine Klimaanlage verbraucht viel Energie. Vergiss nicht, sie nach dem Unterricht abzustellen."
1020015,Mülleimer,Möbel,Müll sollte man nur hier reinwerfen!
1020016,Bewegliche Tafel,Möbel,Kann auf beiden Seiten beschrieben werden. Wische auf keinen Fall die Notizen der Lehrerinnen und Lehrer weg!
1020017,Tafel 1,Möbel,Die Tafel ist an der Wand befestigt. Jemand hat eine einfache Zeichnung darauf gemalt.
1020018,Tafel 2,Möbel,"Denke daran, deine Schmierereien vor dem Unterricht wieder abzuwischen."
1020019,Klassenzimmertür,Möbel,"Wenn du drinnen eingesperrt bist, dann warte geduldig darauf, dass dich jemand rausholt. Es ist zu gefährlich aus dem Fenster zu klettern."
1020020,Uhr,Möbel,Läuft während des Unterrichts langsamer.
1020021,Wandlautsprecher,Möbel,Ist der Unterricht denn immer noch nicht zu Ende oder ist der Lautsprecher kaputt?!
1020022,Klassenzimmerfenster,Möbel,Die Fenster in Richtung Sportplatz müssen häufig ersetzt werden.
63,Prüfungszertifikat,"Raid-Ticket für ""Prüfung""","Kann für Raids bei bereits bestandenen Stufen in ""Prüfung"" verwendet werden"
64,Zulassungsticket,"Herausforderungsticket für ""Prüfung""","Kann verwendet werden, um neue Stufen in ""Prüfung"" freizuschalten"
65,Mond-Abzeichen,Währung für den Prüfungsladen,"Besonderes Material, das gegen Objekte eingetauscht werden kann"
66,Sonnen-Abzeichen,Währung für den Prüfungsladen,"Material, das während des entsprechenden Events gegen Belohnungen eingetauscht werden kann."
8020,Turins Souvenir,Avatarbildrahmen,Kann durch Turins Charakterherausforderung erhalten werden
1030001,Zimmertapete,Möbel,Sie scheint nicht besonders widerstandsfähig.
1030002,Tatami,Möbel,Sie ist ein wenig größer als sie normalerweise sind...
1030003,Schwarzer Holztisch,Möbel,An diesem etwas größeren Tisch können mehr Freunde zusammen sitzen.
1030004,Kissen 1,Möbel,Du kannst dich darauf setzen oder es zum Schlafen verwenden.
1030005,Runder Tisch,Möbel,Hierauf kann man mittags schön den Kopf ablegen für ein Nickerchen. Aber deck dich gut zu dabei.
1030006,Kissen 2,Möbel,Du kannst dich darauf setzen oder es zum Schlafen verwenden.
1030007,Neues Teeset,Möbel,"Beim Teekochen sollte man mit ganzem Herzen bei der Sache sein. Es ist nichts, was man einfach so nebenher tun sollte."
1030008,Super Brotdose,Möbel,Voll bis zum Rand mit schmackhaftem Essen.
1030009,Blumendeko 1,Möbel,Gibt deinem Zimmer das letzte i-Tüpfelchen.
1030010,Blumendeko 2,Möbel,Gibt deinem Zimmer das letzte i-Tüpfelchen.
1030011,Stehlampe,Möbel,"Das Licht ist nicht besonders hell, aber schafft eine angenehme und gemütliche Atmosphäre."
1030012,Japanisches Bett,Möbel,"Am Ende des Tages wirst du merken, dass es am entspanntesten ist, sich auf diesem Bett auszuruhen."
1030013,Paravent,Möbel,Du kannst dich dahinter perfekt vor ungebetenen Gästen verstecken.
1030014,Telefon,Möbel,"Wenn du ein befeindetes Wohnheim angreifen willst, denke daran, als allererstes ihre Telefonleitung durchzuschneiden."
1030015,Gemälde des Glücks,Möbel,Die Katze auf dem Gemälde bringt dir großes Glück.
1030016,Japanische Tür,Möbel,"Irgendjemand hier stößt die Tür immer zu stark auf und beschädigt sie dadurch (Ich will ja niemanden anschauen, Knospe...)"
1030017,Fernseher,Möbel,"Wenn du gerade beschäftigt bist, kannst du die Sendung, die du dir anschauen willst, aufzeichnen und zu einem späteren Zeitpunkt schauen."
1030018,Klimaanlage,Möbel,"Kann dir im Sommer das Leben retten, aber du darfst auf keinen Fall den Strom ausschalten!"
1030019,Fächerhaftes Fenster,Möbel,Ist vor allem als Dekoration gedacht und hat keinen besonderen Nutzen.
7065,Cyberangriff,Kostüm,Turins Kostüm Cyberangriff
27065,Cyberangriff,Kostüm,Turins Kostüm Cyberangriff
7066,Fallende Blüten,Kostüm,Sakuras Kostüm Fallende Blüten
27066,Fallende Blüten,Kostüm,Sakuras Kostüm Fallende Blüten
7067,Leichte Brise,Kostüm,Maskas Kostüm Leichte Brise
27067,Leichte Brise,Kostüm,Maskas Kostüm Leichte Brise
7068,Heiße Quellen,Kostüm,Knospes Kostüm Heiße Quellen
27068,Heiße Quellen,Kostüm,Knospes Kostüm Heiße Quellen
71,Porzellantasse,Eventmaterial,"Spezielles Material, das gegen Items eingetauscht werden kann"
653018,Turin,,
753011,Turin,,
7069,Verlockende Hitze,Kostüm,Sensinas Kostüm Verlockende Hitze
27069,Verlockende Hitze,Kostüm,Sensinas Kostüm Verlockende Hitze
72,Engelsmarkierung,Eventmaterial,"Spezielles Material, das gegen Items eingetauscht werden kann"
73,Runenstein,Material,Kann im Café gegen Mädchen ausgetauscht werden
940004,Elite 5-Sterne Mädchen-Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um ein Elite 5-Sterne Mädchen, das nicht zur Engel/Dämonen Fraktion gehört, zu beschwören"
940005,Elite 5-Sterne Dämonen-Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um ein Elite 5-Sterne-Mädchen der Dämonen zu beschwören."
940006,Elite 5-Sterne Engel-Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um ein Elite 5-Sterne-Mädchen der Engel zu beschwören."
9105,Hexa·Geschockt,Chat Emoji,Hexa「Geschockt」Chat Emoji
9106,Fenek·Genervt,Chat Emoji,Fenek「Genervt」Chat Emoji
7070,Heißes Bad,Kostüm,Succubus Kostüm Heißes Bad
27070,Heißes Bad,Kostüm,Succubus Kostüm Heißes Bad
7071,Sylphe,Kostüm,Priesterins Kostüm Sylphe
27071,Sylphe,Kostüm,Priesterins Kostüm Sylphe
7072,Nymphe,Kostüm,Aquaris Kostüm Nymphe
27072,Nymphe,Kostüm,Aquaris Kostüm Nymphe
661001,Geister-Puppe,,
662001,Menschen-Puppe,,
663001,Monster-Puppe,,
664001,Feen-Puppe,,
665001,Dämonen-Puppe,,
666001,Engels-Puppe,,
761001,Geister-Puppe,,
762001,Menschen-Puppe,,
763001,Monster-Puppe,,
764001,Feen-Puppe,,
765001,Dämonen-Puppe,,
766001,Engels-Puppe,,
74,Kostümticket,Material,Kann im Kostümladen gegen Kostüme ausgetauscht werden
75,Phantom,Material,"Kann während bestimmter Events benutzt werden, um gegen Eventmaterialien einzutauschen."
2000038,Schicksalsschwestern,Hintergrundbild,Kann als Hintergrundbild des Ladebildschirms (Kampf) eingestellt werden
1040001,Weihnachtstapete,Möbel,Mit dieser Tapete ist jeden Tag Weihnachten~
7073,Xmas-Geschenke,Kostüm,Esau＆Jakobs Kostüm Xmas-Geschenke
27073,Xmas-Geschenke,Kostüm,Esau＆Jakobs Kostüm Xmas-Geschenke
7074,Xmas-Mädchen,Kostüm,Auroras Kostüm Xmas-Mädchen
27074,Xmas-Mädchen,Kostüm,Auroras Kostüm Xmas-Mädchen
6455,Zwillingsstäbe,,
6456,Zwillingsstäbe,,
6457,Zwillingsstäbe,,
6458,Zwillingsstäbe,,
6459,Zwillingsstäbe,,
6460,Zwillingsstäbe,,
76,Weihnachtsband,Eventmaterial,"Spezielles Material, das gegen Items eingetauscht werden kann"
1040002,Weihnachtsboden,Möbel,"Wunderschöner roter Teppich. Bitte trete nicht soll doll darauf, damit er nicht kaputt geht."
1040003,Weihnachtsteppich (Weiß),Möbel,"Ein wirklich schöner Teppich. Man muss sich nur Gedanken darüber machen, wie man ihn wieder sauber kriegt, wenn er einmal dreckig ist."
1040004,Weihnachtsteppich (Rot),Möbel,Ein wirklich schöner Teppich. Sehr angenehm darauf zu laufen und wird auch nicht so schnell dreckig.
1040005,Weihnachtsbett,Möbel,Um gut in der Weihnachtsnacht und das restliche Jahr über zu schlafen.
1040006,Weihnachtscouch,Möbel,Mit guten Freunden kann man auf der Couch einen ganzen Abend über reden!
1040007,Weihnachtstisch,Möbel,"Perfekt, wenn ein leckeres Essen darauf steht."
1040008,Weihnachtsstuhl,Möbel,"Leider nicht groß genug, damit ein Rentier darauf sitzen kann."
1040009,Steak,Möbel,"Es gibt nichts, was nicht mit einem guten Steak gelöst werden könnte."
1040010,Truthahn,Möbel,Ein Truthanhn ist ein Muss für jedes Feiertagsessen.
1040011,Brot,Möbel,"Wenn es hart geworden ist, kannst du es Abends, wenn du unterwegs bist, zu deiner Verteidigung nutzen."
1040012,Rotwein,Möbel,Nichts für Kinder!
1040013,Weihnachtsbaum,Möbel,Unter den Weihnachtsbaum kannst du die Geschenke deiner Freunde legen.
1040014,Weihnachtsgeschenkbox,Möbel,"An der Box hängt ein Zettel, auf dem steht, dass man es erst öffnen soll, wenn man alleine ist."
1040015,Weihnachtsmann-Puppe,Möbel,In der Tasche dieser Puppe kannst du wunderbar Snacks verstecken.
1040016,Kristallkugel,Möbel,"Zeigt dir eine wunderbare Schneelandschaft, ohne dass du rausgehen musst. Denk daran, dich warm zu halten."
1040017,Kamin,Möbel,"Da es auf dem Campus recht schwer ist Feuerholz zu kaufen, dient er meist nur zur Dekoration."
1040018,Weihnachtswünsche,Möbel,Frohe Weihnachten!
1040019,Weihnachtsfenster,Möbel,"Draußen ist niemand, nur der heulende winterliche Wind, der nach dir ruft."
1040020,Feiertagsdeko,Möbel,"Erst wenn die Wände schön dekoriert sind, kommt festliche Stimmung auf."
77,Entsperre das 4. Geschenk,,"Nachdem du das Paket gekauft hast, kannst du die Geschenke der 4. Stufe im Sommertheater-Event freischalten"
930180,5-Sterne Esau＆Jakob Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
930181,5-Sterne Isabella Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
55006,Esau & Jacob,,
655015,Esau & Jacob,,
755005,Esau & Jacob,,
56005,Isabella,,
656015,Isabella,,
756005,Isabella,,
8021,Liebeskugel,Avatarbildrahmen,"Avatarbilrahmen, der im Wahl-Event erhalten werden kann."
78,Unterstützungsticket,Eventmaterial,"Verwende das Ticket, um im Event ""Wahre Liebe"" abzustimmen"
79,Unterstützungsticket,Eventmaterial,"Verwende das Ticket, um im Event ""Wahre Liebe"" abzustimmen"
80,Unterstützungsticket,Eventmaterial,"Verwende das Ticket, um im Event ""Wahre Liebe"" abzustimmen"
81,Neujahrsgeschenk,Ressourcen-Geschenkbox,"Öffne sie, um 100K Münzen und 70K EXP Saft zu erhalten"
82,Premium Neujahrsgeschenk,Ressourcen-Geschenkbox,"Nach dem Öffnen erhältst du zufällig eines der untenstehenden Items. Die Chance ist für jedes Item gleich groß: 「1*Super Kapselmünze, 1*Stempel, 1*Super Lottoschein, 10*5-Sterne Mädchen-Fragment, 5*Orangenes Antiquitäten-Fragment」"
7075,Winterprinzessin,Kostüm,Annies Kostüm Winterprinzessin
27075,Winterprinzessin,Kostüm,Annies Kostüm Winterprinzessin
20001033,2020 Exklusiver Avatar,Spezieller Avatar,2020 Exklusiver Avatar
20001034,Weihnachten 2019 Avatar,Spezieller Avatar,Avatar zu Weihnachten 2019
8022,Herrlich,Avatarbildrahmen,Kann während des Weihnachtsevents 2019 über Facebook gewonnen werden
83,Schneemann,Eventmaterial,"Spezielles Material, das gegen Items eingetauscht werden kann"
84,Winterhandschuhe,Eventmaterial,"Spezielles Material, das gegen Items eingetauscht werden kann"
7076,Eiskönigin,Kostüm,Fencers Kostüm Eiskönigin
27076,Eiskönigin,Kostüm,Fencers Kostüm Eiskönigin
1050001,Neujahrstapete,Möbel,"Tapete in Rot, Schwarz und Weiß, mit der das neue Mondjahr begrüßt wird."
1050002,Schneefeld,Möbel,"Du kannst dich sicher einen ganzen Tag amüsieren, auch wenn es kein richtiger Schnee ist."
1050003,Schlafender Schneemann,Möbel,"Der Schneemann ist zu Boden gefallen. Wenn du müde vom Spielen bist, such dir einen Ort zum Ausruhen."
1050004,Steintisch,Möbel,Dieser Tisch eignet sich nur für ganz spezielle Speisen.
1050005,Steinstuhl,Möbel,"Kann verwendet werden, um den Schnee platt zu drücken, aber pass auf, dass du ihn nicht auf deinen Fuß stellst."
1050006,Teekanne,Möbel,Trink eine Tasse Tee und dir wird selbst beim Spielen im Schnee nicht kalt.
1050007,Steinstraße 1,Möbel,"Sehr hart, härter als Schnee."
