描述,title,name,dialog,select_text
979,,張郃,だから私も久々に火が付いちゃって。\n1ゲーム、どうかしら？,
980,,坂本龍馬,ハッハッハ！そんな大したことないぜよ。\nでも、挑戦者はいつでも大歓迎にゃあ。,
981,,坂本龍馬,（学園のおこちゃまたちは能天気でええのぅ……）,
982,,坂本龍馬,（まっ、高い授業料と思っておくんだな！）,あぁ……何か面倒な事になりそう……
983,2,坂本龍馬,……,大連敗……
984,,,全敗……\nもう悲惨としか言いようがない。,
985,,,だがこんな状況でも、\n龍馬さんは全然諦めようとしなかった。,
986,,張郃,あら、まだ続けるつもり？,
987,,坂本龍馬,当たり前じゃ！\nまだまだチップはたくさんあるぜよ。,まだやるの！？
988,,坂本龍馬,（どういうことだ？手口がバレちまったか？）,
989,,坂本龍馬,ふむ……レイズじゃ！,
990,,張郃,コール。\nねぇ、龍馬さん。ずっとその鞘を触ってるわね？,
991,,坂本龍馬,ハハハッ、ただの癖ぜよ。\n何か問題が？,
992,,張郃,いいえ、聞いてみただけよ。,
993,,坂本龍馬,（なぜワシの手口をバラさない？\n逆に利用しようとしているのか？）,
994,,張郃,さて、ショーダウンよ。,
995,,坂本龍馬,ツーペアぜよ。\n（解せぬ……アヤツ、強運過ぎる……\nもしやアヤツも、何かやっているのか？）,
996,,張郃,フォーカードよ、ごめんね～。,
997,,坂本龍馬,チッ……\n（いや、ここまでくると……能力か！？）,
998,,坂本龍馬,クッ……もう一回じゃ！,
999,,張郃,あら、でももうチップがないわよ？,
1000,,坂本龍馬,……,
1001,,張郃,フフッ、まぁいいわ。\nこれでラストにしましょう。,
1002,,張郃,ねぇ、龍馬さん。貴方、店に入ってから、\nずっとズルをしていたわよね？,
1003,,坂本龍馬,なんだ、やはりお主にはバレていたか。\nそんなもの、バレなきゃ実力の一種じゃろ？\nまぁ、お主の方が一枚上手のようだったが……,
1004,,張郃,あら心外、私はズルなんてしてないわよ？\nただ運が良いだけなの。\n勿論、運も実力の内、よね？,
1005,,坂本龍馬,（やはり能力か……面倒なタイプじゃ……）,
1006,,張郃,ま、貴方がズルしてようがいまいが、\n私には別にどうでもいいのよ。\nどうせ勝つのは私なんだから。,
1007,,張郃,ただねぇ～……こっちは正当に営業しているから、\nやり過ぎると、風紀委員が黙っちゃいないわよ？,
1008,,坂本龍馬,あぁ、来た来た。この流れはよく知っておるぜよ。\nこっからはワシの大事ななにかを、\n賭けろっちゅうんやろ？,どんだけバレてたんだよ……
1009,,張郃,ふふっ、ご名答。\nそれがラストゲームの条件よ。,
1010,,張郃,ゲームの内容は貴方が決めていいわよ。\nただし、カード以外でね。,
1011,,張郃,そして、賭ける物はさっき言った通り、\n貴方の「大事ななにか」よ。,
1012,,張郃,うふふ……ギャンブルって、\nこの時が一番楽しいわよねぇ～？,
1013,,坂本龍馬,ふむ……,
1014,,張郃,さて、そろそろ賭ける物を決めなさい。\nその刀かしら？それとも懐に隠している物かしら？\nうふふふふふ……,
1015,,坂本龍馬,ふっ……ハハハハッ！,
1016,,,突然、龍馬が豪快に笑いだした。,
1017,,張郃,な、なによ……？,
1018,,坂本龍馬,一番大事な物、か……,
1019,,坂本龍馬,それやったら、賭ける物もゲームの内容も\n最初から決まってるぜよ！,
1020,,,龍馬は急に立ち上がり、\n懐に隠していたある物を取り出した。,！？
1021,,,それはマグナムと刃を融合した奇抜な武器だった。\n漆黒の銃口と冷徹な刃は、\n龍馬の向かい側にいる張郃を指した。,
1022,,張郃,な、何する気よ！？,
1023,,坂本龍馬,分からんのか？,
1024,,坂本龍馬,ワシが賭けるのはこれぜよ！,
1025,,,龍馬はそう言った瞬間、\n銃口を自分に向けて、トリガーを引いた。,
1026,3,,カチッっと音が鳴り、シリンダーが回った。\n……が、何も起こらなかった。,
1027,,張郃,あ、あなた……！？,
1028,,坂本龍馬,昔やったことのあるゲームぜよ。,
1029,,坂本龍馬,弾を一、二発入れて、適当に回す。\nトリガーを引くまで、弾が入っているかどうかは\n誰にも分からん。,
1030,,坂本龍馬,やり方は簡単ぜよ。\n自分の番になったら、自分に向けて発砲するだけ。\n最後に残った方が勝者ぜよ。,
1031,,坂本龍馬,どうじゃ？中々スリルがあるだろ？,
1032,,張郃,貴方が賭けるのは、まさか……！？,
1033,,坂本龍馬,あぁ、ワシの命ぜよ！,
1034,,坂本龍馬,さて、ワシは自分に向けて撃ったき、\n次はお主の番ぜよ。,
1035,,張郃,なっ……,
1036,,坂本龍馬,ほれ、受け取れ。\n自分に向けて、トリガーを引くだけぜよ？,
1037,,坂本龍馬,どうした？ワシの一番大事な物を\n奪うと宣言したのはお主じゃ。,
1038,,坂本龍馬,ハッハッハ！怖気づいたのか？\nまぁ、もしお主の番に弾が入っていたら……なぁ？,
1039,,張郃,ふ、ふん！付き合いきれないわ！,
1040,,張郃,貴方の命を貰っても、\n私になんの得もないじゃない！,
1041,,張郃,あ～あ～、興醒めよ！\nふん、いいわ！この勝負、あなたの勝ちよ！,
1042,,坂本龍馬,ふ～ん……,
1043,,坂本龍馬,そうか。,
1044,,,店から出た後——,いくら何でも危険すぎだろ！？
1045,,坂本龍馬,ハッハッハ！\nなんじゃ？お主も気付いてなかったのか？,えっ？
1046,,坂本龍馬,この銃、弾なんて入ってないぜよ。,おいおい……
1047,,坂本龍馬,ククッ……アヤツが銃を手に取れば、\nもしくは確認を申し出れば分かること……,
1048,,坂本龍馬,"
まっ、全て計算通りぜよ。
ワシが攻撃的な態度を取ったのも、
自分に向けてトリガーを引いたのも、
全てアヤツの判断を狂わすためじゃき。",
1049,,坂本龍馬,そして、アヤツが落ち着く隙を与えずに、\nワシが攻め続ければ……,
1050,,坂本龍馬,どんなに強運だろうと、怯んだ時点で負けぜよ。,
1051,,坂本龍馬,だが、今回は初見だからこそ通用したんだろう。\n二度めはないぜよ。,
1052,,坂本龍馬,ふむ、アヤツの能力、\n一体どうすればいいかのう……,
1053,,坂本龍馬,まっ、でも一つだけ分かった事があるぜよ……,
1054,,坂本龍馬,アヤツは人の命を奪う覚悟もなければ、\n己の命を賭ける覚悟もない。\nそれがワシとアヤツの最大の差じゃな。,
1055,,坂本龍馬,ある意味幸運じゃのう……ほんで、平和ぜよ。,さすが傭兵……|どういう生活をしてたんだよ……
1056,,坂本龍馬,ハッハッハ！傭兵の知恵を甘く見ちゃいかんぜよ。\nズルも実力の内じゃき！,
1057,,坂本龍馬,ええか。戦場だって、ただ命を賭けるゲームぜよ。\n戦いでも賭博でも全力をかけるっちゅうんが、\nワシの生き様ぜよ。,
1058,,,彼女も彼女なりに、考えがあるようだな……,
1059,,坂本龍馬,そうそう……,なんだ？
1060,,坂本龍馬,悪いが、少し金を貸してくれんかのう？\nさっきので全部負けちまったき～！ハッハッハ！,
1061,,,あっ、やっぱコイツ、ただのダメなヤツだ……,
1062,1,？？？,では、星が示す運命を読み解きますわ。,
1063,,,薄い霧に包まれた暗い部屋の中。\n霧を通した向こう側に、\n神秘的な雰囲気をまとう少女の姿が見える。,
1064,,,少女は机に裏返された５枚のタロットカードで、\n僕の運命を読み解こうとしている……,
1065,,？？？,1枚目、「塔」の逆位置。\n先輩がいる環境が大きく変わるかもしれませんね。,うーん、ある意味そうなんだよね……
1066,,？？？,2枚目、「魔術師」の逆位置。\nむむ……これは……\n誤った道に入ってしまう恐れが……？,えっ、また逆位置なの？
1067,,？？？,3枚目 、「恋人」……の逆位置。,な、なんかヤバい気がしてきた……
1068,,？？？,"
まぁまぁ、結果は全てのカードを見てみませんと。
逆位置だからって、悪い結果とは限りませんし……
ちなみにこのカードは……
えっと、誘惑に負ける……という意味かも……？",疑問形で言われても安心できないよ……
1069,,？？？,4枚目……こ、これは……！\nまた逆位置ですが、「星」ですわ！,それは、何か良い意味があるってこと？
1070,,？？？,あ、違いますわ。単純に「星」のカードが\n私の一番のお気に入りなのですよ～。\nほら、このカード、綺麗じゃないですか？,
