id,lv,next_id,pet_skill_id,cost,restore,effect,icon
7011004,4,7011005,7011001,1#85661|27#21,27#35|26#0,hp#2450|atk#134,pet_skill_7011
7011005,5,7011006,7011001,1#109735|27#26,27#56|26#0,hp#3063|atk#167,pet_skill_7011
7011006,6,7011007,7011001,1#130637|27#30,27#82|26#0,hp#3675|atk#200,pet_skill_7011
7011007,7,7011008,7011001,1#151539|27#36,27#112|26#0,hp#4288|atk#234,pet_skill_7011
7011008,8,7011009,7011001,1#178600|27#40,27#148|26#0,hp#4900|atk#267,pet_skill_7011
7011009,9,7011010,7011001,1#200248|27#44,27#188|26#0,hp#5513|atk#301,pet_skill_7011
7011010,10,7011011,7011001,1#221896|27#49,27#232|26#0,hp#6125|atk#334,pet_skill_7011
7011011,11,7011012,7011001,1#243545|27#53,27#281|26#0,hp#6738|atk#367,pet_skill_7011
7011012,12,7011013,7011001,1#274338|27#59,27#334|26#0,hp#7350|atk#401,pet_skill_7011
7011013,13,7011014,7011001,1#296733|27#63,27#393|26#0,hp#7963|atk#434,pet_skill_7011
7011014,14,7011015,7011001,1#319128|27#68,27#456|26#0,hp#8575|atk#468,pet_skill_7011
7011015,15,7011016,7011001,1#352906|27#72,27#524|26#0,hp#9188|atk#501,pet_skill_7011
7011016,16,7011017,7011001,1#376048|27#77,27#596|26#0,hp#9800|atk#534,pet_skill_7011
7011017,17,7011018,7011001,1#399189|27#81,27#673|26#0,hp#10413|atk#568,pet_skill_7011
7011018,18,7011019,7011001,1#435954|27#87,27#754|26#0,hp#11025|atk#601,pet_skill_7011
7011019,19,7011020,7011001,1#459842|27#91,27#841|26#0,hp#11638|atk#635,pet_skill_7011
7011020,20,7011021,7011001,1#483730|27#95,27#932|26#0,hp#12250|atk#668,pet_skill_7011
7011021,21,7011022,7011001,1#507618|27#100,27#1027|26#0,hp#12863|atk#701,pet_skill_7011
7011022,22,7011023,7011001,1#548115|27#104,27#1127|26#0,hp#13475|atk#735,pet_skill_7011
7011023,23,7011024,7011001,1#572750|27#110,27#1231|26#0,hp#14088|atk#768,pet_skill_7011
7011024,24,7011025,7011001,1#597384|27#114,27#1341|26#0,hp#14700|atk#802,pet_skill_7011
7011025,25,7011026,7011001,1#640867|27#119,27#1455|26#0,hp#15313|atk#835,pet_skill_7011
7011026,26,7011027,7011001,1#666248|27#123,27#1574|26#0,hp#15925|atk#868,pet_skill_7011
7011027,27,7011028,7011001,1#691629|27#129,27#1697|26#0,hp#16538|atk#902,pet_skill_7011
7011028,28,7011029,7011001,1#738098|27#133,27#1826|26#0,hp#17150|atk#935,pet_skill_7011
7011029,29,7011030,7011001,1#764226|27#138,27#1959|26#0,hp#17763|atk#969,pet_skill_7011
7011030,30,7011031,7011001,1#792226|27#152,27#2097|26#0,hp#18375|atk#1002,pet_skill_7011
7011031,31,7011032,7011001,1#820226|27#167,27#2249|26#0,hp#20212|atk#1027,pet_skill_7011
7011032,32,7011033,7011001,1#848226|27#184,27#2416|26#0,hp#22049|atk#1052,pet_skill_7011
7011033,33,7011034,7011001,1#876226|27#202,27#2600|26#0,hp#23886|atk#1077,pet_skill_7011
7011034,34,7011035,7011001,1#904226|27#222,27#2802|26#0,hp#25723|atk#1102,pet_skill_7011
7011035,35,7011036,7011001,1#932226|27#244,27#3024|26#0,hp#27560|atk#1127,pet_skill_7011
7011036,36,7011037,7011001,1#960226|27#268,27#3268|26#0,hp#29397|atk#1152,pet_skill_7011
7011037,37,7011038,7011001,1#988226|27#295,27#3536|26#0,hp#31234|atk#1177,pet_skill_7011
7011038,38,7011039,7011001,1#1016226|27#325,27#3831|26#0,hp#33071|atk#1202,pet_skill_7011
7011039,39,7011040,7011001,1#1044226|27#358,27#4156|26#0,hp#34908|atk#1227,pet_skill_7011
7011040,40,7011041,7011001,1#1072226|27#394,27#4514|26#0,hp#36745|atk#1252,pet_skill_7011
7011041,41,7011042,7011001,1#1100226|27#433,27#4908|26#0,hp#38582|atk#1277,pet_skill_7011
7011042,42,7011043,7011001,1#1128226|27#476,27#5341|26#0,hp#40419|atk#1302,pet_skill_7011
7011043,43,7011044,7011001,1#1156226|27#524,27#5817|26#0,hp#42256|atk#1327,pet_skill_7011
7011044,44,7011045,7011001,1#1184226|27#576,27#6341|26#0,hp#44093|atk#1352,pet_skill_7011
7011045,45,7011046,7011001,1#1212226|27#634,27#6917|26#0,hp#45930|atk#1377,pet_skill_7011
7011046,46,7011047,7011001,1#1240226|27#697,27#7551|26#0,hp#47767|atk#1402,pet_skill_7011
7011047,47,7011048,7011001,1#1268226|27#767,27#8248|26#0,hp#49604|atk#1427,pet_skill_7011
7011048,48,7011049,7011001,1#1296226|27#844,27#9015|26#0,hp#51441|atk#1452,pet_skill_7011
7011049,49,7011050,7011001,1#1324226|27#928,27#9859|26#0,hp#53278|atk#1477,pet_skill_7011
7011050,50,0,7011001,,27#10787|26#0,hp#55115|atk#1502,pet_skill_7011
7012001,1,7012002,7012001,1#381833|27#79,27#0|26#2100,hp#1225|atk#60|armP#0.02,pet_skill_7012
7012002,2,7012003,7012001,1#410760|27#84,27#79|26#2100,hp#2450|atk#120|armP#0.02,pet_skill_7012
7012003,3,7012004,7012001,1#453870|27#90,27#163|26#2100,hp#3675|atk#180|armP#0.02,pet_skill_7012
7012004,4,7012005,7012001,1#483730|27#95,27#253|26#2100,hp#4900|atk#240|armP#0.04,pet_skill_7012
7012005,5,7012006,7012001,1#513590|27#102,27#348|26#2100,hp#6125|atk#301|armP#0.04,pet_skill_7012
7012006,6,7012007,7012001,1#543450|27#107,27#450|26#2100,hp#7350|atk#361|armP#0.04,pet_skill_7012
7012007,7,7012008,7012001,1#591225|27#113,27#557|26#2100,hp#8575|atk#421|armP#0.06,pet_skill_7012
7012008,8,7012009,7012001,1#622018|27#119,27#670|26#2100,hp#9800|atk#481|armP#0.06,pet_skill_7012
7012009,9,7012010,7012001,1#652811|27#125,27#789|26#2100,hp#11025|atk#541|armP#0.06,pet_skill_7012
7012010,10,7012011,7012001,1#704319|27#130,27#914|26#2100,hp#12250|atk#601|armP#0.08,pet_skill_7012
7012011,11,7012012,7012001,1#736046|27#137,27#1044|26#2100,hp#13475|atk#661|armP#0.08,pet_skill_7012
7012012,12,7012013,7012001,1#767772|27#142,27#1181|26#2100,hp#14700|atk#721|armP#0.08,pet_skill_7012
7012013,13,7012014,7012001,1#823012|27#148,27#1323|26#2100,hp#15925|atk#781|armP#0.1,pet_skill_7012
7012014,14,7012015,7012001,1#855672|27#154,27#1471|26#2100,hp#17150|atk#841|armP#0.1,pet_skill_7012
7012015,15,7012016,7012001,1#888331|27#160,27#1625|26#2100,hp#18375|atk#902|armP#0.1,pet_skill_7012
7012016,16,7012017,7012001,1#920990|27#165,27#1785|26#2100,hp#19600|atk#962|armP#0.12,pet_skill_7012
7012017,17,7012018,7012001,1#980896|27#172,27#1950|26#2100,hp#20825|atk#1022|armP#0.12,pet_skill_7012
7012018,18,7012019,7012001,1#1014489|27#177,27#2122|26#2100,hp#22050|atk#1082|armP#0.12,pet_skill_7012
7012019,19,7012020,7012001,1#1048081|27#183,27#2299|26#2100,hp#23275|atk#1142|armP#0.14,pet_skill_7012
7012020,20,7012021,7012001,1#1111720|27#189,27#2482|26#2100,hp#24500|atk#1202|armP#0.14,pet_skill_7012
7012021,21,7012022,7012001,1#1146245|27#195,27#2671|26#2100,hp#25725|atk#1262|armP#0.14,pet_skill_7012
7012022,22,7012023,7012001,1#1180771|27#200,27#2866|26#2100,hp#26950|atk#1322|armP#0.16,pet_skill_7012
7012023,23,7012024,7012001,1#1248142|27#207,27#3066|26#2100,hp#28175|atk#1382|armP#0.16,pet_skill_7012
7012024,24,7012025,7012001,1#1283600|27#212,27#3273|26#2100,hp#29400|atk#1442|armP#0.16,pet_skill_7012
7012025,25,7012026,7012001,1#1319059|27#218,27#3485|26#2100,hp#30625|atk#1503|armP#0.18,pet_skill_7012
7012026,26,7012027,7012001,1#1354517|27#225,27#3703|26#2100,hp#31850|atk#1563|armP#0.18,pet_skill_7012
7012027,27,7012028,7012001,1#1426554|27#230,27#3928|26#2100,hp#33075|atk#1623|armP#0.18,pet_skill_7012
7012028,28,7012029,7012001,1#1462946|27#235,27#4158|26#2100,hp#34300|atk#1683|armP#0.2,pet_skill_7012
7012029,29,7012030,7012001,1#1499338|27#241,27#4393|26#2100,hp#35525|atk#1743|armP#0.2,pet_skill_7012
7012030,30,7012031,7012001,1#1539338|27#265,27#4634|26#2100,hp#36750|atk#1803|armP#0.2,pet_skill_7012
7012031,31,7012032,7012001,1#1579338|27#292,27#4899|26#2100,hp#40425|atk#1848|armP#0.2,pet_skill_7012
7012032,32,7012033,7012001,1#1619338|27#321,27#5191|26#2100,hp#44100|atk#1893|armP#0.2,pet_skill_7012
7012033,33,7012034,7012001,1#1659338|27#353,27#5512|26#2100,hp#47775|atk#1938|armP#0.2,pet_skill_7012
7012034,34,7012035,7012001,1#1699338|27#388,27#5865|26#2100,hp#51450|atk#1983|armP#0.21,pet_skill_7012
7012035,35,7012036,7012001,1#1739338|27#427,27#6253|26#2100,hp#55125|atk#2028|armP#0.21,pet_skill_7012
7012036,36,7012037,7012001,1#1779338|27#470,27#6680|26#2100,hp#58800|atk#2073|armP#0.21,pet_skill_7012
7012037,37,7012038,7012001,1#1819338|27#517,27#7150|26#2100,hp#62475|atk#2118|armP#0.21,pet_skill_7012
7012038,38,7012039,7012001,1#1859338|27#569,27#7667|26#2100,hp#66150|atk#2163|armP#0.22,pet_skill_7012
7012039,39,7012040,7012001,1#1899338|27#626,27#8236|26#2100,hp#69825|atk#2208|armP#0.22,pet_skill_7012
7012040,40,7012041,7012001,1#1939338|27#689,27#8862|26#2100,hp#73500|atk#2253|armP#0.22,pet_skill_7012
7012041,41,7012042,7012001,1#1979338|27#758,27#9551|26#2100,hp#77175|atk#2298|armP#0.22,pet_skill_7012
7012042,42,7012043,7012001,1#2019338|27#834,27#10309|26#2100,hp#80850|atk#2343|armP#0.23,pet_skill_7012
7012043,43,7012044,7012001,1#2059338|27#917,27#11143|26#2100,hp#84525|atk#2388|armP#0.23,pet_skill_7012
7012044,44,7012045,7012001,1#2099338|27#1009,27#12060|26#2100,hp#88200|atk#2433|armP#0.23,pet_skill_7012
7012045,45,7012046,7012001,1#2139338|27#1110,27#13069|26#2100,hp#91875|atk#2478|armP#0.23,pet_skill_7012
7012046,46,7012047,7012001,1#2179338|27#1221,27#14179|26#2100,hp#95550|atk#2523|armP#0.24,pet_skill_7012
7012047,47,7012048,7012001,1#2219338|27#1343,27#15400|26#2100,hp#99225|atk#2568|armP#0.24,pet_skill_7012
7012048,48,7012049,7012001,1#2259338|27#1477,27#16743|26#2100,hp#102900|atk#2613|armP#0.24,pet_skill_7012
7012049,49,7012050,7012001,1#2299338|27#1625,27#18220|26#2100,hp#106575|atk#2658|armP#0.24,pet_skill_7012
7012050,50,0,7012001,,27#19845|26#2100,hp#110250|atk#2703|armP#0.25,pet_skill_7012
7013001,1,7013002,7013001,1#932187|27#158,27#0|26#4100,hp#2042|atk#100|miss#30,pet_skill_7013
7013002,2,7013003,7013001,1#966713|27#164,27#158|26#4100,hp#4083|atk#200|miss#30,pet_skill_7013
7013003,3,7013004,7013001,1#1001238|27#171,27#322|26#4100,hp#6125|atk#301|miss#30,pet_skill_7013
7013004,4,7013005,7013001,1#1063757|27#176,27#493|26#4100,hp#8167|atk#401|miss#60,pet_skill_7013
7013005,5,7013006,7013001,1#1099216|27#181,27#669|26#4100,hp#10208|atk#501|miss#60,pet_skill_7013
7013006,6,7013007,7013001,1#1164534|27#188,27#850|26#4100,hp#12250|atk#601|miss#60,pet_skill_7013
7013007,7,7013008,7013001,1#1200926|27#194,27#1038|26#4100,hp#14292|atk#701|miss#90,pet_skill_7013
7013008,8,7013009,7013001,1#1237318|27#199,27#1232|26#4100,hp#16333|atk#802|miss#90,pet_skill_7013
7013009,9,7013010,7013001,1#1306368|27#206,27#1431|26#4100,hp#18375|atk#902|miss#90,pet_skill_7013
7013010,10,7013011,7013001,1#1343693|27#211,27#1637|26#4100,hp#20417|atk#1002|miss#120,pet_skill_7013
7013011,11,7013012,7013001,1#1415544|27#216,27#1848|26#4100,hp#22458|atk#1102|miss#120,pet_skill_7013
7013012,12,7013013,7013001,1#1453801|27#223,27#2064|26#4100,hp#24500|atk#1202|miss#120,pet_skill_7013
7013013,13,7013014,7013001,1#1492059|27#229,27#2287|26#4100,hp#26542|atk#1303|miss#150,pet_skill_7013
7013014,14,7013015,7013001,1#1567642|27#234,27#2516|26#4100,hp#28583|atk#1403|miss#150,pet_skill_7013
7013015,15,7013016,7013001,1#1606833|27#241,27#2750|26#4100,hp#30625|atk#1503|miss#150,pet_skill_7013
7013016,16,7013017,7013001,1#1685215|27#246,27#2991|26#4100,hp#32667|atk#1603|miss#180,pet_skill_7013
7013017,17,7013018,7013001,1#1725339|27#252,27#3237|26#4100,hp#34708|atk#1703|miss#180,pet_skill_7013
7013018,18,7013019,7013001,1#1765464|27#258,27#3489|26#4100,hp#36750|atk#1804|miss#180,pet_skill_7013
7013019,19,7013020,7013001,1#1847578|27#264,27#3747|26#4100,hp#38792|atk#1904|miss#210,pet_skill_7013
7013020,20,7013021,7013001,1#1888635|27#269,27#4011|26#4100,hp#40833|atk#2004|miss#210,pet_skill_7013
7013021,21,7013022,7013001,1#1973549|27#276,27#4280|26#4100,hp#42875|atk#2104|miss#210,pet_skill_7013
7013022,22,7013023,7013001,1#2015540|27#281,27#4556|26#4100,hp#44917|atk#2204|miss#240,pet_skill_7013
7013023,23,7013024,7013001,1#2057530|27#287,27#4837|26#4100,hp#46958|atk#2305|miss#240,pet_skill_7013
7013024,24,7013025,7013001,1#2146176|27#292,27#5124|26#4100,hp#49000|atk#2405|miss#240,pet_skill_7013
7013025,25,7013026,7013001,1#2189100|27#299,27#5416|26#4100,hp#51042|atk#2505|miss#270,pet_skill_7013
7013026,26,7013027,7013001,1#2280546|27#304,27#5715|26#4100,hp#53083|atk#2605|miss#270,pet_skill_7013
7013027,27,7013028,7013001,1#2324402|27#310,27#6019|26#4100,hp#55125|atk#2705|miss#270,pet_skill_7013
7013028,28,7013029,7013001,1#2368259|27#316,27#6329|26#4100,hp#57167|atk#2806|miss#300,pet_skill_7013
7013029,29,7013030,7013001,1#2463437|27#322,27#6645|26#4100,hp#59208|atk#2906|miss#300,pet_skill_7013
7013030,30,7013031,7013001,1#2518437|27#354,27#6967|26#4100,hp#61250|atk#3006|miss#300,pet_skill_7013
7013031,31,7013032,7013001,1#2573437|27#389,27#7321|26#4100,hp#67375|atk#3081|miss#300,pet_skill_7013
7013032,32,7013033,7013001,1#2628437|27#428,27#7710|26#4100,hp#73500|atk#3156|miss#300,pet_skill_7013
7013033,33,7013034,7013001,1#2683437|27#471,27#8138|26#4100,hp#79625|atk#3231|miss#300,pet_skill_7013
7013034,34,7013035,7013001,1#2738437|27#518,27#8609|26#4100,hp#85750|atk#3306|miss#320,pet_skill_7013
7013035,35,7013036,7013001,1#2793437|27#570,27#9127|26#4100,hp#91875|atk#3381|miss#320,pet_skill_7013
7013036,36,7013037,7013001,1#2848437|27#627,27#9697|26#4100,hp#98000|atk#3456|miss#320,pet_skill_7013
7013037,37,7013038,7013001,1#2903437|27#690,27#10324|26#4100,hp#104125|atk#3531|miss#320,pet_skill_7013
7013038,38,7013039,7013001,1#2958437|27#759,27#11014|26#4100,hp#110250|atk#3606|miss#340,pet_skill_7013
7013039,39,7013040,7013001,1#3013437|27#835,27#11773|26#4100,hp#116375|atk#3681|miss#340,pet_skill_7013
7013040,40,7013041,7013001,1#3068437|27#919,27#12608|26#4100,hp#122500|atk#3756|miss#340,pet_skill_7013
7013041,41,7013042,7013001,1#3123437|27#1011,27#13527|26#4100,hp#128625|atk#3831|miss#340,pet_skill_7013
7013042,42,7013043,7013001,1#3178437|27#1112,27#14538|26#4100,hp#134750|atk#3906|miss#360,pet_skill_7013
7013043,43,7013044,7013001,1#3233437|27#1223,27#15650|26#4100,hp#140875|atk#3981|miss#360,pet_skill_7013
7013044,44,7013045,7013001,1#3288437|27#1345,27#16873|26#4100,hp#147000|atk#4056|miss#360,pet_skill_7013
7013045,45,7013046,7013001,1#3343437|27#1480,27#18218|26#4100,hp#153125|atk#4131|miss#360,pet_skill_7013
7013046,46,7013047,7013001,1#3398437|27#1628,27#19698|26#4100,hp#159250|atk#4206|miss#380,pet_skill_7013
7013047,47,7013048,7013001,1#3453437|27#1791,27#21326|26#4100,hp#165375|atk#4281|miss#380,pet_skill_7013
7013048,48,7013049,7013001,1#3508437|27#1970,27#23117|26#4100,hp#171500|atk#4356|miss#380,pet_skill_7013
7013049,49,7013050,7013001,1#3563437|27#2167,27#25087|26#4100,hp#177625|atk#4431|miss#380,pet_skill_7013
7013050,50,0,7013001,,27#27254|26#4100,hp#183750|atk#4506|miss#400,pet_skill_7013
7014001,1,7014002,7014001,1#1606833|27#241,27#0|26#8300,hp#3675|atk#134|spd#4,pet_skill_7014
7014002,2,7014003,7014001,1#1685215|27#246,27#241|26#8300,hp#7350|atk#267|spd#4,pet_skill_7014
7014003,3,7014004,7014001,1#1725339|27#252,27#487|26#8300,hp#11025|atk#401|spd#4,pet_skill_7014
7014004,4,7014005,7014001,1#1806521|27#258,27#739|26#8300,hp#14700|atk#534|spd#8,pet_skill_7014
7014005,5,7014006,7014001,1#1847578|27#264,27#997|26#8300,hp#18375|atk#668|spd#8,pet_skill_7014
7014006,6,7014007,7014001,1#1888635|27#269,27#1261|26#8300,hp#22050|atk#801|spd#8,pet_skill_7014
7014007,7,7014008,7014001,1#1973549|27#276,27#1530|26#8300,hp#25725|atk#935|spd#12,pet_skill_7014
7014008,8,7014009,7014001,1#2015540|27#281,27#1806|26#8300,hp#29400|atk#1069|spd#12,pet_skill_7014
7014009,9,7014010,7014001,1#2103253|27#287,27#2087|26#8300,hp#33075|atk#1202|spd#12,pet_skill_7014
7014010,10,7014011,7014001,1#2146176|27#292,27#2374|26#8300,hp#36750|atk#1336|spd#16,pet_skill_7014
7014011,11,7014012,7014001,1#2189100|27#299,27#2666|26#8300,hp#40425|atk#1469|spd#16,pet_skill_7014
7014012,12,7014013,7014001,1#2280546|27#304,27#2965|26#8300,hp#44100|atk#1603|spd#16,pet_skill_7014
7014013,13,7014014,7014001,1#2324402|27#310,27#3269|26#8300,hp#47775|atk#1736|spd#20,pet_skill_7014
7014014,14,7014015,7014001,1#2418648|27#316,27#3579|26#8300,hp#51450|atk#1870|spd#20,pet_skill_7014
7014015,15,7014016,7014001,1#2463437|27#322,27#3895|26#8300,hp#55125|atk#2004|spd#20,pet_skill_7014
7014016,16,7014017,7014001,1#2508227|27#327,27#4217|26#8300,hp#58800|atk#2137|spd#24,pet_skill_7014
7014017,17,7014018,7014001,1#2606205|27#334,27#4544|26#8300,hp#62475|atk#2271|spd#24,pet_skill_7014
7014018,18,7014019,7014001,1#2651928|27#339,27#4878|26#8300,hp#66150|atk#2404|spd#24,pet_skill_7014
7014019,19,7014020,7014001,1#2752704|27#345,27#5217|26#8300,hp#69825|atk#2538|spd#28,pet_skill_7014
7014020,20,7014021,7014001,1#2799360|27#351,27#5562|26#8300,hp#73500|atk#2671|spd#28,pet_skill_7014
7014021,21,7014022,7014001,1#2846016|27#357,27#5913|26#8300,hp#77175|atk#2805|spd#28,pet_skill_7014
7014022,22,7014023,7014001,1#2950526|27#362,27#6270|26#8300,hp#80850|atk#2938|spd#32,pet_skill_7014
7014023,23,7014024,7014001,1#2998115|27#369,27#6632|26#8300,hp#84525|atk#3072|spd#32,pet_skill_7014
7014024,24,7014025,7014001,1#3105424|27#374,27#7001|26#8300,hp#88200|atk#3206|spd#32,pet_skill_7014
7014025,25,7014026,7014001,1#3153946|27#380,27#7375|26#8300,hp#91875|atk#3339|spd#36,pet_skill_7014
7014026,26,7014027,7014001,1#3202468|27#387,27#7755|26#8300,hp#95550|atk#3473|spd#36,pet_skill_7014
7014027,27,7014028,7014001,1#3313510|27#392,27#8142|26#8300,hp#99225|atk#3606|spd#36,pet_skill_7014
7014028,28,7014029,7014001,1#3362965|27#397,27#8534|26#8300,hp#102900|atk#3740|spd#40,pet_skill_7014
7014029,29,7014030,7014001,1#3476806|27#404,27#8931|26#8300,hp#106575|atk#3873|spd#40,pet_skill_7014
7014030,30,7014031,7014001,1#3544806|27#444,27#9335|26#8300,hp#110250|atk#4007|spd#40,pet_skill_7014
7014031,31,7014032,7014001,1#3612806|27#488,27#9779|26#8300,hp#121275|atk#4107|spd#41,pet_skill_7014
7014032,32,7014033,7014001,1#3680806|27#537,27#10267|26#8300,hp#132300|atk#4207|spd#42,pet_skill_7014
7014033,33,7014034,7014001,1#3748806|27#591,27#10804|26#8300,hp#143325|atk#4307|spd#43,pet_skill_7014
7014034,34,7014035,7014001,1#3816806|27#650,27#11395|26#8300,hp#154350|atk#4407|spd#44,pet_skill_7014
7014035,35,7014036,7014001,1#3884806|27#715,27#12045|26#8300,hp#165375|atk#4507|spd#45,pet_skill_7014
7014036,36,7014037,7014001,1#3952806|27#787,27#12760|26#8300,hp#176400|atk#4607|spd#46,pet_skill_7014
7014037,37,7014038,7014001,1#4020806|27#866,27#13547|26#8300,hp#187425|atk#4707|spd#47,pet_skill_7014
7014038,38,7014039,7014001,1#4088806|27#953,27#14413|26#8300,hp#198450|atk#4807|spd#48,pet_skill_7014
7014039,39,7014040,7014001,1#4156806|27#1048,27#15366|26#8300,hp#209475|atk#4907|spd#49,pet_skill_7014
7014040,40,7014041,7014001,1#4224806|27#1153,27#16414|26#8300,hp#220500|atk#5007|spd#50,pet_skill_7014
7014041,41,7014042,7014001,1#4292806|27#1268,27#17567|26#8300,hp#231525|atk#5107|spd#51,pet_skill_7014
7014042,42,7014043,7014001,1#4360806|27#1395,27#18835|26#8300,hp#242550|atk#5207|spd#52,pet_skill_7014
7014043,43,7014044,7014001,1#4428806|27#1535,27#20230|26#8300,hp#253575|atk#5307|spd#53,pet_skill_7014
7014044,44,7014045,7014001,1#4496806|27#1689,27#21765|26#8300,hp#264600|atk#5407|spd#54,pet_skill_7014
7014045,45,7014046,7014001,1#4564806|27#1858,27#23454|26#8300,hp#275625|atk#5507|spd#55,pet_skill_7014
7014046,46,7014047,7014001,1#4632806|27#2044,27#25312|26#8300,hp#286650|atk#5607|spd#56,pet_skill_7014
7014047,47,7014048,7014001,1#4700806|27#2248,27#27356|26#8300,hp#297675|atk#5707|spd#57,pet_skill_7014
7014048,48,7014049,7014001,1#4768806|27#2473,27#29604|26#8300,hp#308700|atk#5807|spd#58,pet_skill_7014
7014049,49,7014050,7014001,1#4836806|27#2720,27#32077|26#8300,hp#319725|atk#5907|spd#59,pet_skill_7014
7014050,50,0,7014001,,27#34797|26#8300,hp#330750|atk#6007|spd#60,pet_skill_7014
8011001,1,8011002,8011001,1#24262|27#7,27#0|26#0,hp#535|atk#37,pet_skill_8011
8011002,2,8011003,8011001,1#45350|27#11,27#7|26#0,hp#1070|atk#75,pet_skill_8011
8011003,3,8011004,8011001,1#65506|27#17,27#18|26#0,hp#1605|atk#112,pet_skill_8011
8011004,4,8011005,8011001,1#85661|27#21,27#35|26#0,hp#2141|atk#150,pet_skill_8011
8011005,5,8011006,8011001,1#109735|27#26,27#56|26#0,hp#2676|atk#187,pet_skill_8011
8011006,6,8011007,8011001,1#130637|27#30,27#82|26#0,hp#3211|atk#225,pet_skill_8011
8011007,7,8011008,8011001,1#151539|27#36,27#112|26#0,hp#3747|atk#262,pet_skill_8011
8011008,8,8011009,8011001,1#178600|27#40,27#148|26#0,hp#4282|atk#300,pet_skill_8011
8011009,9,8011010,8011001,1#200248|27#44,27#188|26#0,hp#4817|atk#337,pet_skill_8011
8011010,10,8011011,8011001,1#221896|27#49,27#232|26#0,hp#5353|atk#375,pet_skill_8011
8011011,11,8011012,8011001,1#243545|27#53,27#281|26#0,hp#5888|atk#413,pet_skill_8011
8011012,12,8011013,8011001,1#274338|27#59,27#334|26#0,hp#6423|atk#450,pet_skill_8011
8011013,13,8011014,8011001,1#296733|27#63,27#393|26#0,hp#6959|atk#488,pet_skill_8011
8011014,14,8011015,8011001,1#319128|27#68,27#456|26#0,hp#7494|atk#525,pet_skill_8011
8011015,15,8011016,8011001,1#352906|27#72,27#524|26#0,hp#8029|atk#563,pet_skill_8011
8011016,16,8011017,8011001,1#376048|27#77,27#596|26#0,hp#8565|atk#600,pet_skill_8011
8011017,17,8011018,8011001,1#399189|27#81,27#673|26#0,hp#9100|atk#638,pet_skill_8011
8011018,18,8011019,8011001,1#435954|27#87,27#754|26#0,hp#9635|atk#675,pet_skill_8011
8011019,19,8011020,8011001,1#459842|27#91,27#841|26#0,hp#10171|atk#713,pet_skill_8011
8011020,20,8011021,8011001,1#483730|27#95,27#932|26#0,hp#10706|atk#751,pet_skill_8011
8011021,21,8011022,8011001,1#507618|27#100,27#1027|26#0,hp#11241|atk#788,pet_skill_8011
8011022,22,8011023,8011001,1#548115|27#104,27#1127|26#0,hp#11777|atk#826,pet_skill_8011
8011023,23,8011024,8011001,1#572750|27#110,27#1231|26#0,hp#12312|atk#863,pet_skill_8011
8011024,24,8011025,8011001,1#597384|27#114,27#1341|26#0,hp#12847|atk#901,pet_skill_8011
8011025,25,8011026,8011001,1#640867|27#119,27#1455|26#0,hp#13383|atk#938,pet_skill_8011
8011026,26,8011027,8011001,1#666248|27#123,27#1574|26#0,hp#13918|atk#976,pet_skill_8011
8011027,27,8011028,8011001,1#691629|27#129,27#1697|26#0,hp#14453|atk#1013,pet_skill_8011
8011028,28,8011029,8011001,1#738098|27#133,27#1826|26#0,hp#14989|atk#1051,pet_skill_8011
8011029,29,8011030,8011001,1#764226|27#138,27#1959|26#0,hp#15524|atk#1089,pet_skill_8011
8011030,30,8011031,8011001,1#792226|27#152,27#2097|26#0,hp#16222|atk#1138,pet_skill_8011
8011031,31,8011032,8011001,1#820226|27#167,27#2249|26#0,hp#17844|atk#1166,pet_skill_8011
8011032,32,8011033,8011001,1#848226|27#184,27#2416|26#0,hp#19466|atk#1194,pet_skill_8011
8011033,33,8011034,8011001,1#876226|27#202,27#2600|26#0,hp#21088|atk#1222,pet_skill_8011
8011034,34,8011035,8011001,1#904226|27#222,27#2802|26#0,hp#22710|atk#1250,pet_skill_8011
8011035,35,8011036,8011001,1#932226|27#244,27#3024|26#0,hp#24332|atk#1278,pet_skill_8011
8011036,36,8011037,8011001,1#960226|27#268,27#3268|26#0,hp#25954|atk#1306,pet_skill_8011
8011037,37,8011038,8011001,1#988226|27#295,27#3536|26#0,hp#27576|atk#1334,pet_skill_8011
8011038,38,8011039,8011001,1#1016226|27#325,27#3831|26#0,hp#29198|atk#1362,pet_skill_8011
8011039,39,8011040,8011001,1#1044226|27#358,27#4156|26#0,hp#30820|atk#1390,pet_skill_8011
8011040,40,8011041,8011001,1#1072226|27#394,27#4514|26#0,hp#32442|atk#1418,pet_skill_8011
8011041,41,8011042,8011001,1#1100226|27#433,27#4908|26#0,hp#34064|atk#1446,pet_skill_8011
8011042,42,8011043,8011001,1#1128226|27#476,27#5341|26#0,hp#35686|atk#1474,pet_skill_8011
8011043,43,8011044,8011001,1#1156226|27#524,27#5817|26#0,hp#37308|atk#1502,pet_skill_8011
8011044,44,8011045,8011001,1#1184226|27#576,27#6341|26#0,hp#38930|atk#1530,pet_skill_8011
8011045,45,8011046,8011001,1#1212226|27#634,27#6917|26#0,hp#40552|atk#1558,pet_skill_8011
8011046,46,8011047,8011001,1#1240226|27#697,27#7551|26#0,hp#42174|atk#1586,pet_skill_8011
8011047,47,8011048,8011001,1#1268226|27#767,27#8248|26#0,hp#43796|atk#1614,pet_skill_8011
